label,model_price,mid,price_error,model_iv,market_iv
P230,45.19332886828076,52.4,-7.20667113171924,0.3379583905117568,0.39872496672905827
P150,106.40130242456377,19.45,86.95130242456376,0.5176378284602311,
C370,91.32612699561693,13.95,77.37612699561693,,
