sigma,b,p,hazard0,rmse
0.4299999999999998,0.1,8,0.075,0.034986982235387924
0.4299999999999998,0.06,11,0.075,0.034986982235387924
0.4299999999999998,0.06,12,0.075,0.034986982235387924
0.4299999999999998,0.06,13,0.075,0.034986982235387924
0.4299999999999998,0.06,14,0.075,0.034986982235387924
0.4299999999999998,0.06,15,0.075,0.034986982235387924
0.4299999999999998,0.07,0,0.075,0.034986982235387924
0.4299999999999998,0.07,1,0.075,0.034986982235387924
0.4299999999999998,0.06,10,0.075,0.034986982235387924
0.4299999999999998,0.07,2,0.075,0.034986982235387924
0.4299999999999998,0.07,4,0.075,0.034986982235387924
0.4299999999999998,0.07,5,0.075,0.034986982235387924
0.4299999999999998,0.07,6,0.075,0.034986982235387924
0.4299999999999998,0.07,7,0.075,0.034986982235387924
0.4299999999999998,0.07,8,0.075,0.034986982235387924
0.4299999999999998,0.07,9,0.075,0.034986982235387924
0.4299999999999998,0.07,10,0.075,0.034986982235387924
0.4299999999999998,0.07,3,0.075,0.034986982235387924
0.4299999999999998,0.06,9,0.075,0.034986982235387924
0.4299999999999998,0.06,8,0.075,0.034986982235387924
0.4299999999999998,0.06,7,0.075,0.034986982235387924
0.4299999999999998,0.05,6,0.075,0.034986982235387924
0.4299999999999998,0.05,7,0.075,0.034986982235387924
0.4299999999999998,0.05,8,0.075,0.034986982235387924
0.4299999999999998,0.05,9,0.075,0.034986982235387924
0.4299999999999998,0.05,10,0.075,0.034986982235387924
0.4299999999999998,0.05,11,0.075,0.034986982235387924
0.4299999999999998,0.05,12,0.075,0.034986982235387924
0.4299999999999998,0.05,13,0.075,0.034986982235387924
0.4299999999999998,0.05,14,0.075,0.034986982235387924
0.4299999999999998,0.05,15,0.075,0.034986982235387924
0.4299999999999998,0.06,0,0.075,0.034986982235387924
0.4299999999999998,0.06,1,0.075,0.034986982235387924
0.4299999999999998,0.06,2,0.075,0.034986982235387924
0.4299999999999998,0.06,3,0.075,0.034986982235387924
0.4299999999999998,0.06,4,0.075,0.034986982235387924
0.4299999999999998,0.06,5,0.075,0.034986982235387924
0.4299999999999998,0.06,6,0.075,0.034986982235387924
0.4299999999999998,0.07,11,0.075,0.034986982235387924
0.4299999999999998,0.07,12,0.075,0.034986982235387924
0.4299999999999998,0.07,13,0.075,0.034986982235387924
0.4299999999999998,0.07,14,0.075,0.034986982235387924
0.4299999999999998,0.09,4,0.075,0.034986982235387924
0.4299999999999998,0.09,5,0.075,0.034986982235387924
0.4299999999999998,0.09,6,0.075,0.034986982235387924
0.4299999999999998,0.09,7,0.075,0.034986982235387924
0.4299999999999998,0.09,8,0.075,0.034986982235387924
0.4299999999999998,0.09,9,0.075,0.034986982235387924
0.4299999999999998,0.09,10,0.075,0.034986982235387924
0.4299999999999998,0.09,11,0.075,0.034986982235387924
0.4299999999999998,0.09,12,0.075,0.034986982235387924
0.4299999999999998,0.09,13,0.075,0.034986982235387924
0.4299999999999998,0.09,14,0.075,0.034986982235387924
0.4299999999999998,0.09,15,0.075,0.034986982235387924
0.4299999999999998,0.1,0,0.075,0.034986982235387924
0.4299999999999998,0.1,1,0.075,0.034986982235387924
0.4299999999999998,0.1,2,0.075,0.034986982235387924
0.4299999999999998,0.1,3,0.075,0.034986982235387924
0.4299999999999998,0.1,4,0.075,0.034986982235387924
0.4299999999999998,0.09,3,0.075,0.034986982235387924
0.4299999999999998,0.05,5,0.075,0.034986982235387924
0.4299999999999998,0.09,2,0.075,0.034986982235387924
0.4299999999999998,0.09,0,0.075,0.034986982235387924
0.4299999999999998,0.07,15,0.075,0.034986982235387924
0.4299999999999998,0.08,0,0.075,0.034986982235387924
0.4299999999999998,0.08,1,0.075,0.034986982235387924
0.4299999999999998,0.08,2,0.075,0.034986982235387924
0.4299999999999998,0.08,3,0.075,0.034986982235387924
0.4299999999999998,0.08,4,0.075,0.034986982235387924
0.4299999999999998,0.08,5,0.075,0.034986982235387924
0.4299999999999998,0.08,6,0.075,0.034986982235387924
0.4299999999999998,0.08,7,0.075,0.034986982235387924
0.4299999999999998,0.08,8,0.075,0.034986982235387924
0.4299999999999998,0.08,9,0.075,0.034986982235387924
0.4299999999999998,0.08,10,0.075,0.034986982235387924
0.4299999999999998,0.08,11,0.075,0.034986982235387924
0.4299999999999998,0.08,12,0.075,0.034986982235387924
0.4299999999999998,0.08,13,0.075,0.034986982235387924
0.4299999999999998,0.08,14,0.075,0.034986982235387924
0.4299999999999998,0.08,15,0.075,0.034986982235387924
0.4299999999999998,0.09,1,0.075,0.034986982235387924
0.4299999999999998,0.05,4,0.075,0.034986982235387924
0.4299999999999998,0.05,3,0.075,0.034986982235387924
0.4299999999999998,0.05,2,0.075,0.034986982235387924
0.4299999999999998,0.01,7,0.075,0.034986982235387924
0.4299999999999998,0.01,8,0.075,0.034986982235387924
0.4299999999999998,0.01,9,0.075,0.034986982235387924
0.4299999999999998,0.01,10,0.075,0.034986982235387924
0.4299999999999998,0.01,11,0.075,0.034986982235387924
0.4299999999999998,0.01,12,0.075,0.034986982235387924
0.4299999999999998,0.01,13,0.075,0.034986982235387924
0.4299999999999998,0.01,14,0.075,0.034986982235387924
0.4299999999999998,0.01,15,0.075,0.034986982235387924
0.4299999999999998,0.02,0,0.075,0.034986982235387924
0.4299999999999998,0.02,1,0.075,0.034986982235387924
0.4299999999999998,0.02,2,0.075,0.034986982235387924
0.4299999999999998,0.02,3,0.075,0.034986982235387924
0.4299999999999998,0.02,4,0.075,0.034986982235387924
0.4299999999999998,0.02,5,0.075,0.034986982235387924
0.4299999999999998,0.02,6,0.075,0.034986982235387924
0.4299999999999998,0.02,7,0.075,0.034986982235387924
0.4299999999999998,0.01,6,0.075,0.034986982235387924
0.4299999999999998,0.02,8,0.075,0.034986982235387924
0.4299999999999998,0.01,5,0.075,0.034986982235387924
0.4299999999999998,0.01,3,0.075,0.034986982235387924
0.4299999999999998,0.0,2,0.075,0.034986982235387924
0.4299999999999998,0.0,3,0.075,0.034986982235387924
0.4299999999999998,0.0,4,0.075,0.034986982235387924
0.4299999999999998,0.0,5,0.075,0.034986982235387924
0.4299999999999998,0.0,6,0.075,0.034986982235387924
0.4299999999999998,0.0,7,0.075,0.034986982235387924
0.4299999999999998,0.0,8,0.075,0.034986982235387924
0.4299999999999998,0.0,9,0.075,0.034986982235387924
0.4299999999999998,0.0,10,0.075,0.034986982235387924
0.4299999999999998,0.0,11,0.075,0.034986982235387924
0.4299999999999998,0.0,12,0.075,0.034986982235387924
0.4299999999999998,0.0,13,0.075,0.034986982235387924
0.4299999999999998,0.0,14,0.075,0.034986982235387924
0.4299999999999998,0.0,15,0.075,0.034986982235387924
0.4299999999999998,0.01,0,0.075,0.034986982235387924
0.4299999999999998,0.01,1,0.075,0.034986982235387924
0.4299999999999998,0.01,2,0.075,0.034986982235387924
0.4299999999999998,0.01,4,0.075,0.034986982235387924
0.4299999999999998,0.1,5,0.075,0.034986982235387924
0.4299999999999998,0.02,9,0.075,0.034986982235387924
0.4299999999999998,0.02,11,0.075,0.034986982235387924
0.4299999999999998,0.04,1,0.075,0.034986982235387924
0.4299999999999998,0.04,2,0.075,0.034986982235387924
0.4299999999999998,0.04,3,0.075,0.034986982235387924
0.4299999999999998,0.04,4,0.075,0.034986982235387924
0.4299999999999998,0.04,5,0.075,0.034986982235387924
0.4299999999999998,0.04,6,0.075,0.034986982235387924
0.4299999999999998,0.04,7,0.075,0.034986982235387924
0.4299999999999998,0.04,8,0.075,0.034986982235387924
0.4299999999999998,0.04,9,0.075,0.034986982235387924
0.4299999999999998,0.04,10,0.075,0.034986982235387924
0.4299999999999998,0.04,11,0.075,0.034986982235387924
0.4299999999999998,0.04,12,0.075,0.034986982235387924
0.4299999999999998,0.04,13,0.075,0.034986982235387924
0.4299999999999998,0.04,14,0.075,0.034986982235387924
0.4299999999999998,0.04,15,0.075,0.034986982235387924
0.4299999999999998,0.05,0,0.075,0.034986982235387924
0.4299999999999998,0.05,1,0.075,0.034986982235387924
0.4299999999999998,0.04,0,0.075,0.034986982235387924
0.4299999999999998,0.02,10,0.075,0.034986982235387924
0.4299999999999998,0.03,15,0.075,0.034986982235387924
0.4299999999999998,0.03,13,0.075,0.034986982235387924
0.4299999999999998,0.02,12,0.075,0.034986982235387924
0.4299999999999998,0.02,13,0.075,0.034986982235387924
0.4299999999999998,0.02,14,0.075,0.034986982235387924
0.4299999999999998,0.02,15,0.075,0.034986982235387924
0.4299999999999998,0.03,0,0.075,0.034986982235387924
0.4299999999999998,0.03,1,0.075,0.034986982235387924
0.4299999999999998,0.03,2,0.075,0.034986982235387924
0.4299999999999998,0.03,3,0.075,0.034986982235387924
0.4299999999999998,0.03,4,0.075,0.034986982235387924
0.4299999999999998,0.03,5,0.075,0.034986982235387924
0.4299999999999998,0.03,6,0.075,0.034986982235387924
0.4299999999999998,0.03,7,0.075,0.034986982235387924
0.4299999999999998,0.03,8,0.075,0.034986982235387924
0.4299999999999998,0.03,9,0.075,0.034986982235387924
0.4299999999999998,0.03,10,0.075,0.034986982235387924
0.4299999999999998,0.03,11,0.075,0.034986982235387924
0.4299999999999998,0.03,12,0.075,0.034986982235387924
0.4299999999999998,0.03,14,0.075,0.034986982235387924
0.4299999999999998,0.1,6,0.075,0.034986982235387924
0.4299999999999998,0.1,7,0.075,0.034986982235387924
0.4299999999999998,0.2,15,0.075,0.034986982235387924
0.4299999999999998,0.17,2,0.075,0.034986982235387924
0.4299999999999998,0.17,3,0.075,0.034986982235387924
0.4299999999999998,0.17,4,0.075,0.034986982235387924
0.4299999999999998,0.17,5,0.075,0.034986982235387924
0.4299999999999998,0.17,6,0.075,0.034986982235387924
0.4299999999999998,0.17,7,0.075,0.034986982235387924
0.4299999999999998,0.17,8,0.075,0.034986982235387924
0.4299999999999998,0.17,9,0.075,0.034986982235387924
0.4299999999999998,0.17,10,0.075,0.034986982235387924
0.4299999999999998,0.17,11,0.075,0.034986982235387924
0.4299999999999998,0.17,12,0.075,0.034986982235387924
0.4299999999999998,0.17,13,0.075,0.034986982235387924
0.4299999999999998,0.17,14,0.075,0.034986982235387924
0.4299999999999998,0.17,15,0.075,0.034986982235387924
0.4299999999999998,0.18,0,0.075,0.034986982235387924
0.4299999999999998,0.18,1,0.075,0.034986982235387924
0.4299999999999998,0.18,2,0.075,0.034986982235387924
0.4299999999999998,0.17,1,0.075,0.034986982235387924
0.4299999999999998,0.18,3,0.075,0.034986982235387924
0.4299999999999998,0.17,0,0.075,0.034986982235387924
0.4299999999999998,0.16,14,0.075,0.034986982235387924
0.4299999999999998,0.15,13,0.075,0.034986982235387924
0.4299999999999998,0.15,14,0.075,0.034986982235387924
0.4299999999999998,0.15,15,0.075,0.034986982235387924
0.4299999999999998,0.16,0,0.075,0.034986982235387924
0.4299999999999998,0.16,1,0.075,0.034986982235387924
0.4299999999999998,0.16,2,0.075,0.034986982235387924
0.4299999999999998,0.16,3,0.075,0.034986982235387924
0.4299999999999998,0.16,4,0.075,0.034986982235387924
0.4299999999999998,0.16,5,0.075,0.034986982235387924
0.4299999999999998,0.16,6,0.075,0.034986982235387924
0.4299999999999998,0.16,7,0.075,0.034986982235387924
0.4299999999999998,0.16,8,0.075,0.034986982235387924
0.4299999999999998,0.16,9,0.075,0.034986982235387924
0.4299999999999998,0.16,10,0.075,0.034986982235387924
0.4299999999999998,0.16,11,0.075,0.034986982235387924
0.4299999999999998,0.16,12,0.075,0.034986982235387924
0.4299999999999998,0.16,13,0.075,0.034986982235387924
0.4299999999999998,0.16,15,0.075,0.034986982235387924
0.4299999999999998,0.15,12,0.075,0.034986982235387924
0.4299999999999998,0.18,4,0.075,0.034986982235387924
0.4299999999999998,0.18,6,0.075,0.034986982235387924
0.4299999999999998,0.19,12,0.075,0.034986982235387924
0.4299999999999998,0.19,13,0.075,0.034986982235387924
0.4299999999999998,0.19,14,0.075,0.034986982235387924
0.4299999999999998,0.19,15,0.075,0.034986982235387924
0.4299999999999998,0.2,0,0.075,0.034986982235387924
0.4299999999999998,0.2,1,0.075,0.034986982235387924
0.4299999999999998,0.2,2,0.075,0.034986982235387924
0.4299999999999998,0.2,3,0.075,0.034986982235387924
0.4299999999999998,0.2,4,0.075,0.034986982235387924
0.4299999999999998,0.2,5,0.075,0.034986982235387924
0.4299999999999998,0.2,6,0.075,0.034986982235387924
0.4299999999999998,0.2,7,0.075,0.034986982235387924
0.4299999999999998,0.2,8,0.075,0.034986982235387924
0.4299999999999998,0.2,9,0.075,0.034986982235387924
0.4299999999999998,0.2,10,0.075,0.034986982235387924
0.4299999999999998,0.2,11,0.075,0.034986982235387924
0.4299999999999998,0.2,12,0.075,0.034986982235387924
0.4299999999999998,0.19,11,0.075,0.034986982235387924
0.4299999999999998,0.18,5,0.075,0.034986982235387924
0.4299999999999998,0.19,10,0.075,0.034986982235387924
0.4299999999999998,0.19,8,0.075,0.034986982235387924
0.4299999999999998,0.18,7,0.075,0.034986982235387924
0.4299999999999998,0.18,8,0.075,0.034986982235387924
0.4299999999999998,0.18,9,0.075,0.034986982235387924
0.4299999999999998,0.18,10,0.075,0.034986982235387924
0.4299999999999998,0.18,11,0.075,0.034986982235387924
0.4299999999999998,0.18,12,0.075,0.034986982235387924
0.4299999999999998,0.18,13,0.075,0.034986982235387924
0.4299999999999998,0.18,14,0.075,0.034986982235387924
0.4299999999999998,0.18,15,0.075,0.034986982235387924
0.4299999999999998,0.19,0,0.075,0.034986982235387924
0.4299999999999998,0.19,1,0.075,0.034986982235387924
0.4299999999999998,0.19,2,0.075,0.034986982235387924
0.4299999999999998,0.19,3,0.075,0.034986982235387924
0.4299999999999998,0.19,4,0.075,0.034986982235387924
0.4299999999999998,0.19,5,0.075,0.034986982235387924
0.4299999999999998,0.19,6,0.075,0.034986982235387924
0.4299999999999998,0.19,7,0.075,0.034986982235387924
0.4299999999999998,0.19,9,0.075,0.034986982235387924
0.4299999999999998,0.0,1,0.075,0.034986982235387924
0.4299999999999998,0.15,11,0.075,0.034986982235387924
0.4299999999999998,0.15,9,0.075,0.034986982235387924
0.4299999999999998,0.11,14,0.075,0.034986982235387924
0.4299999999999998,0.11,15,0.075,0.034986982235387924
0.4299999999999998,0.12,0,0.075,0.034986982235387924
0.4299999999999998,0.12,1,0.075,0.034986982235387924
0.4299999999999998,0.12,2,0.075,0.034986982235387924
0.4299999999999998,0.12,3,0.075,0.034986982235387924
0.4299999999999998,0.12,4,0.075,0.034986982235387924
0.4299999999999998,0.12,5,0.075,0.034986982235387924
0.4299999999999998,0.12,6,0.075,0.034986982235387924
0.4299999999999998,0.12,7,0.075,0.034986982235387924
0.4299999999999998,0.12,8,0.075,0.034986982235387924
0.4299999999999998,0.12,9,0.075,0.034986982235387924
0.4299999999999998,0.12,10,0.075,0.034986982235387924
0.4299999999999998,0.12,11,0.075,0.034986982235387924
0.4299999999999998,0.12,12,0.075,0.034986982235387924
0.4299999999999998,0.12,13,0.075,0.034986982235387924
0.4299999999999998,0.12,14,0.075,0.034986982235387924
0.4299999999999998,0.11,13,0.075,0.034986982235387924
0.4299999999999998,0.12,15,0.075,0.034986982235387924
0.4299999999999998,0.11,12,0.075,0.034986982235387924
0.4299999999999998,0.11,10,0.075,0.034986982235387924
0.4299999999999998,0.1,9,0.075,0.034986982235387924
0.4299999999999998,0.1,10,0.075,0.034986982235387924
0.4299999999999998,0.1,11,0.075,0.034986982235387924
0.4299999999999998,0.1,12,0.075,0.034986982235387924
0.4299999999999998,0.1,13,0.075,0.034986982235387924
0.4299999999999998,0.1,14,0.075,0.034986982235387924
0.4299999999999998,0.1,15,0.075,0.034986982235387924
0.4299999999999998,0.11,0,0.075,0.034986982235387924
0.4299999999999998,0.11,1,0.075,0.034986982235387924
0.4299999999999998,0.11,2,0.075,0.034986982235387924
0.4299999999999998,0.11,3,0.075,0.034986982235387924
0.4299999999999998,0.11,4,0.075,0.034986982235387924
0.4299999999999998,0.11,5,0.075,0.034986982235387924
0.4299999999999998,0.11,6,0.075,0.034986982235387924
0.4299999999999998,0.11,7,0.075,0.034986982235387924
0.4299999999999998,0.11,8,0.075,0.034986982235387924
0.4299999999999998,0.11,9,0.075,0.034986982235387924
0.4299999999999998,0.11,11,0.075,0.034986982235387924
0.4299999999999998,0.15,10,0.075,0.034986982235387924
0.4299999999999998,0.13,0,0.075,0.034986982235387924
0.4299999999999998,0.13,2,0.075,0.034986982235387924
0.4299999999999998,0.14,8,0.075,0.034986982235387924
0.4299999999999998,0.14,9,0.075,0.034986982235387924
0.4299999999999998,0.14,10,0.075,0.034986982235387924
0.4299999999999998,0.14,11,0.075,0.034986982235387924
0.4299999999999998,0.14,12,0.075,0.034986982235387924
0.4299999999999998,0.14,13,0.075,0.034986982235387924
0.4299999999999998,0.14,14,0.075,0.034986982235387924
0.4299999999999998,0.14,15,0.075,0.034986982235387924
0.4299999999999998,0.15,0,0.075,0.034986982235387924
0.4299999999999998,0.15,1,0.075,0.034986982235387924
0.4299999999999998,0.15,2,0.075,0.034986982235387924
0.4299999999999998,0.15,3,0.075,0.034986982235387924
0.4299999999999998,0.15,4,0.075,0.034986982235387924
0.4299999999999998,0.15,5,0.075,0.034986982235387924
0.4299999999999998,0.15,6,0.075,0.034986982235387924
0.4299999999999998,0.15,7,0.075,0.034986982235387924
0.4299999999999998,0.15,8,0.075,0.034986982235387924
0.4299999999999998,0.14,7,0.075,0.034986982235387924
0.4299999999999998,0.13,1,0.075,0.034986982235387924
0.4299999999999998,0.14,6,0.075,0.034986982235387924
0.4299999999999998,0.14,4,0.075,0.034986982235387924
0.4299999999999998,0.13,3,0.075,0.034986982235387924
0.4299999999999998,0.13,4,0.075,0.034986982235387924
0.4299999999999998,0.13,5,0.075,0.034986982235387924
0.4299999999999998,0.13,6,0.075,0.034986982235387924
0.4299999999999998,0.13,7,0.075,0.034986982235387924
0.4299999999999998,0.13,8,0.075,0.034986982235387924
0.4299999999999998,0.13,9,0.075,0.034986982235387924
0.4299999999999998,0.13,10,0.075,0.034986982235387924
0.4299999999999998,0.13,11,0.075,0.034986982235387924
0.4299999999999998,0.13,12,0.075,0.034986982235387924
0.4299999999999998,0.13,13,0.075,0.034986982235387924
0.4299999999999998,0.13,14,0.075,0.034986982235387924
0.4299999999999998,0.13,15,0.075,0.034986982235387924
0.4299999999999998,0.14,0,0.075,0.034986982235387924
0.4299999999999998,0.14,1,0.075,0.034986982235387924
0.4299999999999998,0.14,2,0.075,0.034986982235387924
0.4299999999999998,0.14,3,0.075,0.034986982235387924
0.4299999999999998,0.14,5,0.075,0.034986982235387924
0.4299999999999998,0.2,13,0.075,0.034986982235387924
0.4299999999999998,0.0,0,0.075,0.034986982235387924
0.4299999999999998,0.2,14,0.075,0.034986982235387924
0.44999999999999984,0.14,4,0.075,0.03802343076613344
0.44999999999999984,0.14,3,0.075,0.03802343076613344
0.44999999999999984,0.14,2,0.075,0.03802343076613344
0.44999999999999984,0.14,1,0.075,0.03802343076613344
0.44999999999999984,0.14,0,0.075,0.03802343076613344
0.44999999999999984,0.13,15,0.075,0.03802343076613344
0.44999999999999984,0.13,14,0.075,0.03802343076613344
0.44999999999999984,0.14,5,0.075,0.03802343076613344
0.44999999999999984,0.13,13,0.075,0.03802343076613344
0.44999999999999984,0.13,11,0.075,0.03802343076613344
0.44999999999999984,0.13,10,0.075,0.03802343076613344
0.44999999999999984,0.13,9,0.075,0.03802343076613344
0.44999999999999984,0.13,8,0.075,0.03802343076613344
0.44999999999999984,0.13,7,0.075,0.03802343076613344
0.44999999999999984,0.13,6,0.075,0.03802343076613344
0.44999999999999984,0.13,5,0.075,0.03802343076613344
0.44999999999999984,0.13,12,0.075,0.03802343076613344
0.44999999999999984,0.14,6,0.075,0.03802343076613344
0.44999999999999984,0.14,7,0.075,0.03802343076613344
0.44999999999999984,0.14,8,0.075,0.03802343076613344
0.44999999999999984,0.15,9,0.075,0.03802343076613344
0.44999999999999984,0.15,8,0.075,0.03802343076613344
0.44999999999999984,0.15,7,0.075,0.03802343076613344
0.44999999999999984,0.15,6,0.075,0.03802343076613344
0.44999999999999984,0.15,5,0.075,0.03802343076613344
0.44999999999999984,0.15,4,0.075,0.03802343076613344
0.44999999999999984,0.15,3,0.075,0.03802343076613344
0.44999999999999984,0.15,2,0.075,0.03802343076613344
0.44999999999999984,0.15,1,0.075,0.03802343076613344
0.44999999999999984,0.15,0,0.075,0.03802343076613344
0.44999999999999984,0.14,15,0.075,0.03802343076613344
0.44999999999999984,0.14,14,0.075,0.03802343076613344
0.44999999999999984,0.14,13,0.075,0.03802343076613344
0.44999999999999984,0.14,12,0.075,0.03802343076613344
0.44999999999999984,0.14,11,0.075,0.03802343076613344
0.44999999999999984,0.14,10,0.075,0.03802343076613344
0.44999999999999984,0.14,9,0.075,0.03802343076613344
0.44999999999999984,0.13,4,0.075,0.03802343076613344
0.44999999999999984,0.13,3,0.075,0.03802343076613344
0.44999999999999984,0.13,2,0.075,0.03802343076613344
0.44999999999999984,0.13,1,0.075,0.03802343076613344
0.44999999999999984,0.11,11,0.075,0.03802343076613344
0.44999999999999984,0.11,10,0.075,0.03802343076613344
0.44999999999999984,0.11,9,0.075,0.03802343076613344
0.44999999999999984,0.11,8,0.075,0.03802343076613344
0.44999999999999984,0.11,7,0.075,0.03802343076613344
0.44999999999999984,0.11,6,0.075,0.03802343076613344
0.44999999999999984,0.11,5,0.075,0.03802343076613344
0.44999999999999984,0.11,4,0.075,0.03802343076613344
0.44999999999999984,0.11,3,0.075,0.03802343076613344
0.44999999999999984,0.11,2,0.075,0.03802343076613344
0.44999999999999984,0.11,1,0.075,0.03802343076613344
0.44999999999999984,0.11,0,0.075,0.03802343076613344
0.44999999999999984,0.1,15,0.075,0.03802343076613344
0.44999999999999984,0.1,14,0.075,0.03802343076613344
0.44999999999999984,0.1,13,0.075,0.03802343076613344
0.44999999999999984,0.1,12,0.075,0.03802343076613344
0.44999999999999984,0.1,11,0.075,0.03802343076613344
0.44999999999999984,0.11,12,0.075,0.03802343076613344
0.44999999999999984,0.15,10,0.075,0.03802343076613344
0.44999999999999984,0.11,13,0.075,0.03802343076613344
0.44999999999999984,0.11,15,0.075,0.03802343076613344
0.44999999999999984,0.13,0,0.075,0.03802343076613344
0.44999999999999984,0.12,15,0.075,0.03802343076613344
0.44999999999999984,0.12,14,0.075,0.03802343076613344
0.44999999999999984,0.12,13,0.075,0.03802343076613344
0.44999999999999984,0.12,12,0.075,0.03802343076613344
0.44999999999999984,0.12,11,0.075,0.03802343076613344
0.44999999999999984,0.12,10,0.075,0.03802343076613344
0.44999999999999984,0.12,9,0.075,0.03802343076613344
0.44999999999999984,0.12,8,0.075,0.03802343076613344
0.44999999999999984,0.12,7,0.075,0.03802343076613344
0.44999999999999984,0.12,6,0.075,0.03802343076613344
0.44999999999999984,0.12,5,0.075,0.03802343076613344
0.44999999999999984,0.12,4,0.075,0.03802343076613344
0.44999999999999984,0.12,3,0.075,0.03802343076613344
0.44999999999999984,0.12,2,0.075,0.03802343076613344
0.44999999999999984,0.12,1,0.075,0.03802343076613344
0.44999999999999984,0.12,0,0.075,0.03802343076613344
0.44999999999999984,0.11,14,0.075,0.03802343076613344
0.44999999999999984,0.15,11,0.075,0.03802343076613344
0.44999999999999984,0.15,12,0.075,0.03802343076613344
0.44999999999999984,0.15,13,0.075,0.03802343076613344
0.44999999999999984,0.19,8,0.075,0.03802343076613344
0.44999999999999984,0.19,7,0.075,0.03802343076613344
0.44999999999999984,0.19,6,0.075,0.03802343076613344
0.44999999999999984,0.19,5,0.075,0.03802343076613344
0.44999999999999984,0.19,4,0.075,0.03802343076613344
0.44999999999999984,0.19,3,0.075,0.03802343076613344
0.44999999999999984,0.19,2,0.075,0.03802343076613344
0.44999999999999984,0.19,1,0.075,0.03802343076613344
0.44999999999999984,0.19,0,0.075,0.03802343076613344
0.44999999999999984,0.18,15,0.075,0.03802343076613344
0.44999999999999984,0.18,14,0.075,0.03802343076613344
0.44999999999999984,0.18,13,0.075,0.03802343076613344
0.44999999999999984,0.18,12,0.075,0.03802343076613344
0.44999999999999984,0.18,11,0.075,0.03802343076613344
0.44999999999999984,0.18,10,0.075,0.03802343076613344
0.44999999999999984,0.18,9,0.075,0.03802343076613344
0.44999999999999984,0.18,8,0.075,0.03802343076613344
0.44999999999999984,0.19,9,0.075,0.03802343076613344
0.44999999999999984,0.18,7,0.075,0.03802343076613344
0.44999999999999984,0.19,10,0.075,0.03802343076613344
0.44999999999999984,0.19,12,0.075,0.03802343076613344
0.44999999999999984,0.2,13,0.075,0.03802343076613344
0.44999999999999984,0.2,12,0.075,0.03802343076613344
0.44999999999999984,0.2,11,0.075,0.03802343076613344
0.44999999999999984,0.2,10,0.075,0.03802343076613344
0.44999999999999984,0.2,9,0.075,0.03802343076613344
0.44999999999999984,0.2,8,0.075,0.03802343076613344
0.44999999999999984,0.2,7,0.075,0.03802343076613344
0.44999999999999984,0.2,6,0.075,0.03802343076613344
0.44999999999999984,0.2,5,0.075,0.03802343076613344
0.44999999999999984,0.2,4,0.075,0.03802343076613344
0.44999999999999984,0.2,3,0.075,0.03802343076613344
0.44999999999999984,0.2,2,0.075,0.03802343076613344
0.44999999999999984,0.2,1,0.075,0.03802343076613344
0.44999999999999984,0.2,0,0.075,0.03802343076613344
0.44999999999999984,0.19,15,0.075,0.03802343076613344
0.44999999999999984,0.19,14,0.075,0.03802343076613344
0.44999999999999984,0.19,13,0.075,0.03802343076613344
0.44999999999999984,0.19,11,0.075,0.03802343076613344
0.44999999999999984,0.1,10,0.075,0.03802343076613344
0.44999999999999984,0.18,6,0.075,0.03802343076613344
0.44999999999999984,0.18,4,0.075,0.03802343076613344
0.44999999999999984,0.16,14,0.075,0.03802343076613344
0.44999999999999984,0.16,13,0.075,0.03802343076613344
0.44999999999999984,0.16,12,0.075,0.03802343076613344
0.44999999999999984,0.16,11,0.075,0.03802343076613344
0.44999999999999984,0.16,10,0.075,0.03802343076613344
0.44999999999999984,0.16,9,0.075,0.03802343076613344
0.44999999999999984,0.16,8,0.075,0.03802343076613344
0.44999999999999984,0.16,7,0.075,0.03802343076613344
0.44999999999999984,0.16,6,0.075,0.03802343076613344
0.44999999999999984,0.16,5,0.075,0.03802343076613344
0.44999999999999984,0.16,4,0.075,0.03802343076613344
0.44999999999999984,0.16,3,0.075,0.03802343076613344
0.44999999999999984,0.16,2,0.075,0.03802343076613344
0.44999999999999984,0.16,1,0.075,0.03802343076613344
0.44999999999999984,0.16,0,0.075,0.03802343076613344
0.44999999999999984,0.15,15,0.075,0.03802343076613344
0.44999999999999984,0.15,14,0.075,0.03802343076613344
0.44999999999999984,0.16,15,0.075,0.03802343076613344
0.44999999999999984,0.18,5,0.075,0.03802343076613344
0.44999999999999984,0.17,0,0.075,0.03802343076613344
0.44999999999999984,0.17,2,0.075,0.03802343076613344
0.44999999999999984,0.18,3,0.075,0.03802343076613344
0.44999999999999984,0.18,2,0.075,0.03802343076613344
0.44999999999999984,0.18,1,0.075,0.03802343076613344
0.44999999999999984,0.18,0,0.075,0.03802343076613344
0.44999999999999984,0.17,15,0.075,0.03802343076613344
0.44999999999999984,0.17,14,0.075,0.03802343076613344
0.44999999999999984,0.17,13,0.075,0.03802343076613344
0.44999999999999984,0.17,12,0.075,0.03802343076613344
0.44999999999999984,0.17,11,0.075,0.03802343076613344
0.44999999999999984,0.17,10,0.075,0.03802343076613344
0.44999999999999984,0.17,9,0.075,0.03802343076613344
0.44999999999999984,0.17,8,0.075,0.03802343076613344
0.44999999999999984,0.17,7,0.075,0.03802343076613344
0.44999999999999984,0.17,6,0.075,0.03802343076613344
0.44999999999999984,0.17,5,0.075,0.03802343076613344
0.44999999999999984,0.17,4,0.075,0.03802343076613344
0.44999999999999984,0.17,3,0.075,0.03802343076613344
