label,callput,K,market_mid,BS_price,JtD_price,abs_error,rel_error,BS_iv,JtD_iv
Put 230,-1,230.0,52.4,52.77362082917237,63.60834633241646,11.208346332416461,0.21389973916825308,0.4999999999999212,0.49999999999993977
Put 150,-1,150.0,19.45,15.703530986305772,20.474927268531374,1.0249272685313748,0.05269548938464652,0.5000000000000002,0.49999999999999983
Call 370,1,370.0,13.95,30.60992488142655,20.446600370398812,6.496600370398813,0.4657061197418504,0.4999999999996294,0.4999999999998528
